# section,x,y,w,h,color
mapp,243,333,9,9,Color.WHITE
mapp,243,342,9,9,Color.WHITE
mapp,252,342,9,9,Color.WHITE
mapp,261,342,9,9,Color.WHITE
mapp,270,333,9,9,Color.WHITE
mapp,270,324,9,9,Color.WHITE
mapp,270,315,9,9,Color.WHITE
mapp,270,306,9,9,Color.WHITE
mapp,270,297,9,9,Color.WHITE
mapp,270,288,9,9,Color.WHITE
mapp,270,279,9,9,Color.WHITE
mapp,270,270,9,9,Color.WHITE
mapp,270,261,9,9,Color.WHITE
mapp,270,252,9,9,Color.WHITE
mapp,333,18,9,9,Color.WHITE
mapp,342,18,9,9,Color.WHITE
mapp,342,27,9,9,Color.WHITE
mapp,351,27,9,9,Color.WHITE
mapp,351,36,9,9,Color.WHITE
mapp,360,36,9,9,Color.WHITE
mapp,360,45,9,9,Color.WHITE
mapp,360,54,9,9,Color.WHITE
mapp,360,63,9,9,Color.WHITE
mapp,369,36,9,9,Color.WHITE
mapp,378,36,9,9,Color.WHITE
mapp,387,36,9,9,Color.WHITE
mapp,387,45,9,9,Color.WHITE
mapp,387,54,9,9,Color.WHITE
mapp,387,63,9,9,Color.WHITE
mapp,396,36,9,9,Color.WHITE
mapp,405,36,9,9,Color.WHITE
mapp,414,36,9,9,Color.WHITE
mapp,414,45,9,9,Color.WHITE
mapp,414,54,9,9,Color.WHITE
mapp,414,63,9,9,Color.WHITE
mapp,423,36,9,9,Color.WHITE
mapp,432,36,9,9,Color.WHITE
mapp,441,36,9,9,Color.WHITE
mapp,441,45,9,9,Color.WHITE
mapp,441,54,9,9,Color.WHITE
mapp,441,63,9,9,Color.WHITE
mapp,450,36,9,9,Color.WHITE
mapp,459,36,9,9,Color.WHITE
mapp,468,36,9,9,Color.WHITE
mapp,468,45,9,9,Color.WHITE
mapp,468,54,9,9,Color.WHITE
mapp,468,63,9,9,Color.WHITE
mapp,378,9,9,9,Color.WHITE
mapp,378,18,9,9,Color.WHITE
mapp,396,27,9,9,Color.WHITE
mapp,396,18,9,9,Color.WHITE
mapp,414,9,9,9,Color.WHITE
mapp,414,18,9,9,Color.WHITE
mapp,432,27,9,9,Color.WHITE
mapp,432,18,9,9,Color.WHITE
mapp,450,9,9,9,Color.WHITE
mapp,450,18,9,9,Color.WHITE
mapp,468,27,9,9,Color.WHITE
mapp,468,18,9,9,Color.WHITE
mapp,486,9,9,9,Color.WHITE
mapp,486,18,9,9,Color.WHITE
mapp,486,27,9,9,Color.WHITE
mapp,486,36,9,9,Color.WHITE
mapp,486,45,9,9,Color.WHITE
mapp,486,54,9,9,Color.WHITE
mapp,486,63,9,9,Color.WHITE
mapp,486,81,9,9,Color.WHITE
mapp,477,81,9,9,Color.WHITE
mapp,468,81,9,9,Color.WHITE
mapp,459,81,9,9,Color.WHITE
mapp,450,81,9,9,Color.WHITE
mapp,441,81,9,9,Color.WHITE
mapp,441,90,9,9,Color.WHITE
mapp,441,99,9,9,Color.WHITE
mapp,441,108,9,9,Color.WHITE
mapp,459,90,9,9,Color.WHITE
mapp,468,108,9,9,Color.WHITE
mapp,459,108,9,9,Color.WHITE
mapp,477,108,9,9,Color.WHITE
mapp,486,108,9,9,Color.WHITE
mapp,486,99,9,9,Color.WHITE
mapp,495,108,9,9,Color.WHITE
mapp,504,108,9,9,Color.WHITE
mapp,513,108,9,9,Color.WHITE
mapp,495,81,9,9,Color.WHITE
mapp,504,81,9,9,Color.WHITE
mapp,513,81,9,9,Color.WHITE
mapp,513,90,9,9,Color.WHITE
mapp,522,81,9,9,Color.WHITE
mapp,531,81,9,9,Color.WHITE
mapp,531,90,9,9,Color.WHITE
mapp,531,99,9,9,Color.WHITE
mapp,531,108,9,9,Color.WHITE
mapp,513,117,9,9,Color.WHITE
mapp,513,126,9,9,Color.WHITE
mapp,531,117,9,9,Color.WHITE
mapp,531,126,9,9,Color.WHITE
mapp,531,135,9,9,Color.WHITE
mapp,522,135,9,9,Color.WHITE
mapp,513,135,9,9,Color.WHITE
mapp,495,117,9,9,Color.WHITE
mapp,495,126,9,9,Color.WHITE
mapp,495,144,9,9,Color.WHITE
mapp,495,153,9,9,Color.WHITE
mapp,369,90,9,9,Color.WHITE
mapp,378,90,9,9,Color.WHITE
mapp,387,90,9,9,Color.WHITE
mapp,387,108,9,9,Color.WHITE
mapp,369,99,9,9,Color.WHITE
mapp,369,108,9,9,Color.WHITE
mapp,369,117,9,9,Color.WHITE
mapp,369,126,9,9,Color.WHITE
mapp,378,126,9,9,Color.WHITE
mapp,387,126,9,9,Color.WHITE
mapp,396,126,9,9,Color.WHITE
mapp,405,126,9,9,Color.WHITE
mapp,405,117,9,9,Color.WHITE
mapp,405,108,9,9,Color.WHITE
mapp,396,90,9,9,Color.WHITE
mapp,414,90,9,9,Color.WHITE
mapp,405,90,9,9,Color.WHITE
mapp,423,90,9,9,Color.WHITE
mapp,423,99,9,9,Color.WHITE
mapp,423,108,9,9,Color.WHITE
mapp,423,117,9,9,Color.WHITE
mapp,423,126,9,9,Color.WHITE
mapp,423,135,9,9,Color.WHITE
mapp,504,54,9,9,Color.WHITE
mapp,504,63,9,9,Color.WHITE
mapp,504,45,9,9,Color.WHITE
mapp,504,36,9,9,Color.WHITE
mapp,504,27,9,9,Color.WHITE
mapp,504,18,9,9,Color.WHITE
mapp,504,9,9,9,Color.WHITE
mapp,522,72,9,9,Color.WHITE
mapp,504,72,9,9,Color.WHITE
mapp,522,63,9,9,Color.WHITE
mapp,522,54,9,9,Color.WHITE
mapp,531,54,9,9,Color.WHITE
mapp,531,45,9,9,Color.WHITE
mapp,531,36,9,9,Color.WHITE
mapp,531,27,9,9,Color.WHITE
mapp,531,18,9,9,Color.WHITE
mapp,540,18,9,9,Color.WHITE
mapp,549,18,9,9,Color.WHITE
mapp,567,18,9,9,Color.WHITE
mapp,558,18,9,9,Color.WHITE
mapp,567,27,9,9,Color.WHITE
mapp,567,36,9,9,Color.WHITE
mapp,558,36,9,9,Color.WHITE
mapp,549,36,9,9,Color.WHITE
mapp,540,54,9,9,Color.WHITE
mapp,549,54,9,9,Color.WHITE
mapp,558,54,9,9,Color.WHITE
mapp,558,63,9,9,Color.WHITE
mapp,558,72,9,9,Color.WHITE
mapp,558,81,9,9,Color.WHITE
mapp,558,90,9,9,Color.WHITE
mapp,549,90,9,9,Color.WHITE
mapp,567,72,9,9,Color.WHITE
mapp,576,72,9,9,Color.WHITE
mapp,585,72,9,9,Color.WHITE
mapp,594,72,9,9,Color.WHITE
mapp,576,54,9,9,Color.WHITE
mapp,585,54,9,9,Color.WHITE
mapp,594,54,9,9,Color.WHITE
mapp,603,54,9,9,Color.WHITE
mapp,612,54,9,9,Color.WHITE
mapp,585,45,9,9,Color.WHITE
mapp,585,36,9,9,Color.WHITE
mapp,585,27,9,9,Color.WHITE
mapp,585,18,9,9,Color.WHITE
mapp,603,36,9,9,Color.WHITE
mapp,612,36,9,9,Color.WHITE
mapp,612,27,9,9,Color.WHITE
mapp,612,18,9,9,Color.WHITE
mapp,612,9,9,9,Color.WHITE
mapp,612,72,9,9,Color.WHITE
mapp,612,81,9,9,Color.WHITE
mapp,612,90,9,9,Color.WHITE
mapp,603,90,9,9,Color.WHITE
mapp,594,90,9,9,Color.WHITE
mapp,612,99,9,9,Color.WHITE
mapp,603,99,9,9,Color.WHITE
mapp,594,99,9,9,Color.WHITE
mapp,585,90,9,9,Color.WHITE
mapp,576,90,9,9,Color.WHITE
mapp,567,90,9,9,Color.WHITE
mapp,612,117,9,9,Color.WHITE
mapp,621,117,9,9,Color.WHITE
mapp,630,117,9,9,Color.WHITE
mapp,612,126,9,9,Color.WHITE
mapp,612,135,9,9,Color.WHITE
mapp,612,144,9,9,Color.WHITE
mapp,612,153,9,9,Color.WHITE
mapp,621,153,9,9,Color.WHITE
mapp,630,153,9,9,Color.WHITE
mapp,630,162,9,9,Color.WHITE
mapp,630,171,9,9,Color.WHITE
mapp,630,144,9,9,Color.WHITE
mapp,639,144,9,9,Color.WHITE
mapp,639,135,9,9,Color.WHITE
mapp,648,135,9,9,Color.WHITE
mapp,648,126,9,9,Color.WHITE
mapp,648,117,9,9,Color.WHITE
mapp,630,99,9,9,Color.WHITE
mapp,630,90,9,9,Color.WHITE
mapp,630,81,9,9,Color.WHITE
mapp,630,72,9,9,Color.WHITE
mapp,630,63,9,9,Color.WHITE
mapp,630,54,9,9,Color.WHITE
mapp,630,45,9,9,Color.WHITE
mapp,630,36,9,9,Color.WHITE
mapp,630,27,9,9,Color.WHITE
mapp,630,18,9,9,Color.WHITE
mapp,639,18,9,9,Color.WHITE
mapp,666,18,9,9,Color.WHITE
mapp,657,18,9,9,Color.WHITE
mapp,675,18,9,9,Color.WHITE
mapp,684,18,9,9,Color.WHITE
mapp,693,18,9,9,Color.WHITE
mapp,702,18,9,9,Color.WHITE
mapp,711,18,9,9,Color.WHITE
mapp,720,18,9,9,Color.WHITE
mapp,729,18,9,9,Color.WHITE
mapp,738,18,9,9,Color.WHITE
mapp,747,18,9,9,Color.WHITE
mapp,756,18,9,9,Color.WHITE
mapp,765,18,9,9,Color.WHITE
mapp,765,36,9,9,Color.WHITE
mapp,657,27,9,9,Color.WHITE
mapp,657,36,9,9,Color.WHITE
mapp,657,45,9,9,Color.WHITE
mapp,657,54,9,9,Color.WHITE
mapp,657,63,9,9,Color.WHITE
mapp,657,81,9,9,Color.WHITE
mapp,657,72,9,9,Color.WHITE
mapp,657,90,9,9,Color.WHITE
mapp,657,99,9,9,Color.WHITE
mapp,648,99,9,9,Color.WHITE
mapp,666,99,9,9,Color.WHITE
mapp,765,45,9,9,Color.WHITE
mapp,765,54,9,9,Color.WHITE
mapp,765,63,9,9,Color.WHITE
mapp,765,72,9,9,Color.WHITE
mapp,765,81,9,9,Color.WHITE
mapp,765,90,9,9,Color.WHITE
mapp,765,99,9,9,Color.WHITE
mapp,756,99,9,9,Color.WHITE
mapp,747,99,9,9,Color.WHITE
mapp,738,99,9,9,Color.WHITE
mapp,729,99,9,9,Color.WHITE
mapp,720,99,9,9,Color.WHITE
mapp,711,99,9,9,Color.WHITE
mapp,702,99,9,9,Color.WHITE
mapp,693,99,9,9,Color.WHITE
mapp,684,99,9,9,Color.WHITE
mapp,675,99,9,9,Color.WHITE
mapp,756,36,9,9,Color.WHITE
mapp,747,36,9,9,Color.WHITE
mapp,738,36,9,9,Color.WHITE
mapp,729,36,9,9,Color.WHITE
mapp,720,36,9,9,Color.WHITE
mapp,711,36,9,9,Color.WHITE
mapp,702,36,9,9,Color.WHITE
mapp,693,36,9,9,Color.WHITE
mapp,684,36,9,9,Color.WHITE
mapp,675,36,9,9,Color.WHITE
mapp,693,45,9,9,Color.WHITE
mapp,693,54,9,9,Color.WHITE
mapp,693,63,9,9,Color.WHITE
mapp,693,81,9,9,Color.WHITE
mapp,675,54,9,9,Color.WHITE
mapp,675,63,9,9,Color.WHITE
mapp,675,72,9,9,Color.WHITE
mapp,675,81,9,9,Color.WHITE
mapp,711,90,9,9,Color.WHITE
mapp,711,81,9,9,Color.WHITE
mapp,711,72,9,9,Color.WHITE
mapp,720,72,9,9,Color.WHITE
mapp,729,72,9,9,Color.WHITE
mapp,729,81,9,9,Color.WHITE
mapp,729,63,9,9,Color.WHITE
mapp,729,54,9,9,Color.WHITE
mapp,711,63,9,9,Color.WHITE
mapp,711,54,9,9,Color.WHITE
mapp,747,45,9,9,Color.WHITE
mapp,747,54,9,9,Color.WHITE
mapp,747,63,9,9,Color.WHITE
mapp,747,72,9,9,Color.WHITE
mapp,747,81,9,9,Color.WHITE
mapp,675,45,9,9,Color.WHITE
mapp,675,54,9,9,Color.WHITE
mapp,675,63,9,9,Color.WHITE
mapp,675,72,9,9,Color.WHITE
mapp,675,81,9,9,Color.WHITE
mapp,711,90,9,9,Color.WHITE
mapp,693,81,9,9,Color.WHITE
mapp,693,90,9,9,Color.WHITE
mapp,693,63,9,9,Color.WHITE
mapp,729,63,9,9,Color.WHITE
mapp,729,72,9,9,Color.WHITE
mapp,729,81,9,9,Color.WHITE
mapp,729,72,9,9,Color.WHITE
mapp,720,72,9,9,Color.WHITE
mapp,738,72,9,9,Color.WHITE
mapp,747,72,9,9,Color.WHITE
mapp,747,63,9,9,Color.WHITE
mapp,747,54,9,9,Color.WHITE
mapp,747,45,9,9,Color.WHITE
mapp,693,54,9,9,Color.WHITE
mapp,702,54,9,9,Color.WHITE
mapp,711,54,9,9,Color.WHITE
mapp,720,54,9,9,Color.WHITE
mapp,729,54,9,9,Color.WHITE
mapp,711,72,9,9,Color.WHITE
mapp,747,90,9,9,Color.WHITE
mapp,666,54,9,9,Color.WHITE
mapp,675,54,9,9,Color.WHITE
mapp,684,54,9,9,Color.WHITE
mapp,702,45,9,9,Color.WHITE
mapp,702,54,9,9,Color.WHITE
mapp,720,45,9,9,Color.WHITE
mapp,720,54,9,9,Color.WHITE
mapp,720,63,9,9,Color.WHITE
mapp,720,72,9,9,Color.WHITE
mapp,711,72,9,9,Color.WHITE
mapp,702,72,9,9,Color.WHITE
mapp,693,72,9,9,Color.WHITE
mapp,684,72,9,9,Color.WHITE
mapp,675,72,9,9,Color.WHITE
mapp,675,90,9,9,Color.WHITE
mapp,693,81,9,9,Color.WHITE
mapp,711,90,9,9,Color.WHITE
mapp,756,63,9,9,Color.WHITE
mapp,738,90,9,9,Color.WHITE
mapp,738,81,9,9,Color.WHITE
mapp,738,72,9,9,Color.WHITE
mapp,738,63,9,9,Color.WHITE
mapp,738,54,9,9,Color.WHITE
mapp,747,81,9,9,Color.WHITE
mapp,288,261,9,9,Color.WHITE
mapp,306,243,9,9,Color.WHITE
mapp,306,252,9,9,Color.WHITE
mapp,306,261,9,9,Color.WHITE
mapp,306,270,9,9,Color.WHITE
mapp,333,261,9,9,Color.WHITE
mapp,333,252,9,9,Color.WHITE
mapp,333,243,9,9,Color.WHITE
mapp,297,297,9,9,Color.WHITE
mapp,297,306,9,9,Color.WHITE
mapp,297,315,9,9,Color.WHITE
mapp,315,324,9,9,Color.WHITE
mapp,315,315,9,9,Color.WHITE
mapp,315,333,9,9,Color.WHITE
mapp,333,297,9,9,Color.WHITE
mapp,333,306,9,9,Color.WHITE
mapp,333,315,9,9,Color.WHITE
mapp,333,207,9,9,Color.WHITE
mapp,324,207,9,9,Color.WHITE
mapp,315,207,9,9,Color.WHITE
mapp,306,207,9,9,Color.WHITE
mapp,306,198,9,9,Color.WHITE
mapp,306,189,9,9,Color.WHITE
mapp,306,180,9,9,Color.WHITE
mapp,306,171,9,9,Color.WHITE
mapp,324,180,9,9,Color.WHITE
mapp,306,162,9,9,Color.WHITE
mapp,315,162,9,9,Color.WHITE
mapp,324,162,9,9,Color.WHITE
mapp,333,162,9,9,Color.WHITE
mapp,342,162,9,9,Color.WHITE
mapp,351,162,9,9,Color.WHITE
mapp,360,162,9,9,Color.WHITE
mapp,369,162,9,9,Color.WHITE
mapp,378,162,9,9,Color.WHITE
mapp,324,189,9,9,Color.WHITE
mapp,333,180,9,9,Color.WHITE
mapp,342,180,9,9,Color.WHITE
mapp,351,180,9,9,Color.WHITE
mapp,360,180,9,9,Color.WHITE
mapp,261,234,9,9,Color.WHITE
mapp,270,234,9,9,Color.WHITE
mapp,279,234,9,9,Color.WHITE
mapp,297,234,9,9,Color.WHITE
mapp,288,234,9,9,Color.WHITE
mapp,315,234,9,9,Color.WHITE
mapp,324,234,9,9,Color.WHITE
mapp,333,234,9,9,Color.WHITE
mapp,306,234,9,9,Color.WHITE
mapp,297,333,9,9,Color.WHITE
mapp,288,333,9,9,Color.WHITE
mapp,306,333,9,9,Color.WHITE
mapp,324,333,9,9,Color.WHITE
mapp,333,333,9,9,Color.WHITE
mapp,288,270,9,9,Color.WHITE
mapp,288,252,9,9,Color.WHITE
mapp,315,306,9,9,Color.WHITE
mapp,297,288,9,9,Color.WHITE
mapp,306,288,9,9,Color.WHITE
mapp,315,288,9,9,Color.WHITE
mapp,324,288,9,9,Color.WHITE
mapp,333,288,9,9,Color.WHITE
mapp,288,306,9,9,Color.WHITE
mapp,279,288,9,9,Color.WHITE
mapp,333,270,9,9,Color.WHITE
mapp,315,270,9,9,Color.WHITE
mapp,297,360,9,9,Color.WHITE
mapp,306,360,9,9,Color.WHITE
mapp,306,369,9,9,Color.WHITE
mapp,306,378,9,9,Color.WHITE
mapp,306,387,9,9,Color.WHITE
mapp,315,387,9,9,Color.WHITE
mapp,306,396,9,9,Color.WHITE
mapp,306,405,9,9,Color.WHITE
mapp,306,414,9,9,Color.WHITE
mapp,306,423,9,9,Color.WHITE
mapp,315,423,9,9,Color.WHITE
mapp,324,423,9,9,Color.WHITE
mapp,324,387,9,9,Color.WHITE
mapp,324,396,9,9,Color.WHITE
mapp,324,405,9,9,Color.WHITE
mapp,333,387,9,9,Color.WHITE
mapp,342,387,9,9,Color.WHITE
mapp,342,405,9,9,Color.WHITE
mapp,333,423,9,9,Color.WHITE
mapp,342,423,9,9,Color.WHITE
mapp,351,423,9,9,Color.WHITE
mapp,360,423,9,9,Color.WHITE
mapp,360,414,9,9,Color.WHITE
mapp,360,405,9,9,Color.WHITE
mapp,351,387,9,9,Color.WHITE
mapp,360,387,9,9,Color.WHITE
mapp,369,387,9,9,Color.WHITE
mapp,378,387,9,9,Color.WHITE
mapp,378,396,9,9,Color.WHITE
mapp,378,405,9,9,Color.WHITE
mapp,378,423,9,9,Color.WHITE
mapp,387,423,9,9,Color.WHITE
mapp,396,423,9,9,Color.WHITE
mapp,405,423,9,9,Color.WHITE
mapp,405,414,9,9,Color.WHITE
mapp,405,405,9,9,Color.WHITE
mapp,414,423,9,9,Color.WHITE
mapp,423,423,9,9,Color.WHITE
mapp,423,414,9,9,Color.WHITE
mapp,423,405,9,9,Color.WHITE
mapp,423,396,9,9,Color.WHITE
mapp,423,387,9,9,Color.WHITE
mapp,387,387,9,9,Color.WHITE
mapp,396,387,9,9,Color.WHITE
mapp,405,387,9,9,Color.WHITE
mapp,414,387,9,9,Color.WHITE
mapp,360,369,9,9,Color.WHITE
mapp,378,369,9,9,Color.WHITE
mapp,378,360,9,9,Color.WHITE
mapp,369,360,9,9,Color.WHITE
mapp,360,360,9,9,Color.WHITE
mapp,306,441,9,9,Color.WHITE
mapp,306,450,9,9,Color.WHITE
mapp,306,459,9,9,Color.WHITE
mapp,315,441,9,9,Color.WHITE
mapp,324,441,9,9,Color.WHITE
mapp,333,441,9,9,Color.WHITE
mapp,342,441,9,9,Color.WHITE
mapp,351,441,9,9,Color.WHITE
mapp,369,441,9,9,Color.WHITE
mapp,378,441,9,9,Color.WHITE
mapp,387,441,9,9,Color.WHITE
mapp,396,441,9,9,Color.WHITE
mapp,405,441,9,9,Color.WHITE
mapp,414,441,9,9,Color.WHITE
mapp,423,441,9,9,Color.WHITE
mapp,423,432,9,9,Color.WHITE
mapp,315,459,9,9,Color.WHITE
mapp,324,459,9,9,Color.WHITE
mapp,333,459,9,9,Color.WHITE
mapp,342,459,9,9,Color.WHITE
mapp,351,459,9,9,Color.WHITE
mapp,360,459,9,9,Color.WHITE
mapp,369,459,9,9,Color.WHITE
mapp,378,459,9,9,Color.WHITE
mapp,387,459,9,9,Color.WHITE
mapp,396,459,9,9,Color.WHITE
mapp,405,459,9,9,Color.WHITE
mapp,414,459,9,9,Color.WHITE
mapp,423,459,9,9,Color.WHITE
mapp,441,468,9,9,Color.WHITE
mapp,441,459,9,9,Color.WHITE
mapp,441,450,9,9,Color.WHITE
mapp,441,441,9,9,Color.WHITE
mapp,441,432,9,9,Color.WHITE
mapp,441,423,9,9,Color.WHITE
mapp,450,423,9,9,Color.WHITE
mapp,459,423,9,9,Color.WHITE
mapp,459,432,9,9,Color.WHITE
mapp,459,441,9,9,Color.WHITE
mapp,459,450,9,9,Color.WHITE
mapp,459,468,9,9,Color.WHITE
mapp,468,423,9,9,Color.WHITE
mapp,477,423,9,9,Color.WHITE
mapp,468,441,9,9,Color.WHITE
mapp,477,441,9,9,Color.WHITE
mapp,477,459,9,9,Color.WHITE
mapp,477,468,9,9,Color.WHITE
mapp,495,459,9,9,Color.WHITE
mapp,495,450,9,9,Color.WHITE
mapp,495,441,9,9,Color.WHITE
mapp,495,432,9,9,Color.WHITE
mapp,495,423,9,9,Color.WHITE
mapp,486,423,9,9,Color.WHITE
mapp,504,423,9,9,Color.WHITE
mapp,513,423,9,9,Color.WHITE
mapp,513,441,9,9,Color.WHITE
mapp,513,450,9,9,Color.WHITE
mapp,513,459,9,9,Color.WHITE
mapp,531,468,9,9,Color.WHITE
mapp,531,459,9,9,Color.WHITE
mapp,531,450,9,9,Color.WHITE
mapp,531,441,9,9,Color.WHITE
mapp,531,432,9,9,Color.WHITE
mapp,531,423,9,9,Color.WHITE
mapp,441,405,9,9,Color.WHITE
mapp,441,396,9,9,Color.WHITE
mapp,441,387,9,9,Color.WHITE
mapp,441,378,9,9,Color.WHITE
mapp,441,369,9,9,Color.WHITE
mapp,441,360,9,9,Color.WHITE
mapp,441,351,9,9,Color.WHITE
mapp,441,342,9,9,Color.WHITE
mapp,441,333,9,9,Color.WHITE
mapp,450,333,9,9,Color.WHITE
mapp,459,333,9,9,Color.WHITE
mapp,468,333,9,9,Color.WHITE
mapp,468,342,9,9,Color.WHITE
mapp,468,351,9,9,Color.WHITE
mapp,459,351,9,9,Color.WHITE
mapp,477,351,9,9,Color.WHITE
mapp,477,333,9,9,Color.WHITE
mapp,486,333,9,9,Color.WHITE
mapp,495,333,9,9,Color.WHITE
mapp,495,351,9,9,Color.WHITE
mapp,495,360,9,9,Color.WHITE
mapp,495,369,9,9,Color.WHITE
mapp,477,369,9,9,Color.WHITE
mapp,459,369,9,9,Color.WHITE
mapp,459,378,9,9,Color.WHITE
mapp,468,378,9,9,Color.WHITE
mapp,477,378,9,9,Color.WHITE
mapp,459,387,9,9,Color.WHITE
mapp,477,396,9,9,Color.WHITE
mapp,450,405,9,9,Color.WHITE
mapp,459,405,9,9,Color.WHITE
mapp,468,405,9,9,Color.WHITE
mapp,477,405,9,9,Color.WHITE
mapp,486,405,9,9,Color.WHITE
mapp,495,405,9,9,Color.WHITE
mapp,495,396,9,9,Color.WHITE
mapp,495,387,9,9,Color.WHITE
mapp,513,405,9,9,Color.WHITE
mapp,522,405,9,9,Color.WHITE
mapp,522,396,9,9,Color.WHITE
mapp,504,333,9,9,Color.WHITE
mapp,513,333,9,9,Color.WHITE
mapp,522,333,9,9,Color.WHITE
mapp,522,342,9,9,Color.WHITE
mapp,531,342,9,9,Color.WHITE
mapp,540,342,9,9,Color.WHITE
mapp,549,342,9,9,Color.WHITE
mapp,549,351,9,9,Color.WHITE
mapp,549,360,9,9,Color.WHITE
mapp,549,369,9,9,Color.WHITE
mapp,549,378,9,9,Color.WHITE
mapp,549,387,9,9,Color.WHITE
mapp,549,396,9,9,Color.WHITE
mapp,549,405,9,9,Color.WHITE
mapp,540,405,9,9,Color.WHITE
mapp,531,405,9,9,Color.WHITE
mapp,513,378,9,9,Color.WHITE
mapp,522,378,9,9,Color.WHITE
mapp,531,378,9,9,Color.WHITE
mapp,531,369,9,9,Color.WHITE
mapp,531,360,9,9,Color.WHITE
mapp,522,360,9,9,Color.WHITE
mapp,513,360,9,9,Color.WHITE
mapp,423,378,9,9,Color.WHITE
mapp,423,360,9,9,Color.WHITE
mapp,423,369,9,9,Color.WHITE
mapp,342,306,9,9,Color.WHITE
mapp,351,306,9,9,Color.WHITE
mapp,423,324,9,9,Color.WHITE
mapp,423,315,9,9,Color.WHITE
mapp,423,306,9,9,Color.WHITE
mapp,423,297,9,9,Color.WHITE
mapp,414,297,9,9,Color.WHITE
mapp,405,297,9,9,Color.WHITE
mapp,405,306,9,9,Color.WHITE
mapp,414,324,9,9,Color.WHITE
mapp,396,324,9,9,Color.WHITE
mapp,405,324,9,9,Color.WHITE
mapp,387,324,9,9,Color.WHITE
mapp,378,324,9,9,Color.WHITE
mapp,378,315,9,9,Color.WHITE
mapp,378,306,9,9,Color.WHITE
mapp,387,306,9,9,Color.WHITE
mapp,387,297,9,9,Color.WHITE
mapp,378,297,9,9,Color.WHITE
mapp,378,288,9,9,Color.WHITE
mapp,378,279,9,9,Color.WHITE
mapp,387,279,9,9,Color.WHITE
mapp,396,279,9,9,Color.WHITE
mapp,405,279,9,9,Color.WHITE
mapp,450,315,9,9,Color.WHITE
mapp,450,306,9,9,Color.WHITE
mapp,450,297,9,9,Color.WHITE
mapp,450,288,9,9,Color.WHITE
mapp,459,288,9,9,Color.WHITE
mapp,468,288,9,9,Color.WHITE
mapp,477,288,9,9,Color.WHITE
mapp,486,288,9,9,Color.WHITE
mapp,495,288,9,9,Color.WHITE
mapp,504,288,9,9,Color.WHITE
mapp,504,297,9,9,Color.WHITE
mapp,504,306,9,9,Color.WHITE
mapp,504,315,9,9,Color.WHITE
mapp,459,315,9,9,Color.WHITE
mapp,468,315,9,9,Color.WHITE
mapp,477,315,9,9,Color.WHITE
mapp,486,315,9,9,Color.WHITE
mapp,486,306,9,9,Color.WHITE
mapp,450,270,9,9,Color.WHITE
mapp,459,270,9,9,Color.WHITE
mapp,441,270,9,9,Color.WHITE
mapp,441,261,9,9,Color.WHITE
mapp,432,261,9,9,Color.WHITE
mapp,459,261,9,9,Color.WHITE
mapp,459,252,9,9,Color.WHITE
mapp,459,243,9,9,Color.WHITE
mapp,468,243,9,9,Color.WHITE
mapp,477,243,9,9,Color.WHITE
mapp,477,234,9,9,Color.WHITE
mapp,477,225,9,9,Color.WHITE
mapp,468,225,9,9,Color.WHITE
mapp,459,225,9,9,Color.WHITE
mapp,450,225,9,9,Color.WHITE
mapp,432,225,9,9,Color.WHITE
mapp,432,234,9,9,Color.WHITE
mapp,432,243,9,9,Color.WHITE
mapp,441,243,9,9,Color.WHITE
mapp,405,225,9,9,Color.WHITE
mapp,405,234,9,9,Color.WHITE
mapp,405,243,9,9,Color.WHITE
mapp,405,207,9,9,Color.WHITE
mapp,396,207,9,9,Color.WHITE
mapp,387,207,9,9,Color.WHITE
mapp,387,216,9,9,Color.WHITE
mapp,387,225,9,9,Color.WHITE
mapp,378,225,9,9,Color.WHITE
mapp,369,225,9,9,Color.WHITE
mapp,369,234,9,9,Color.WHITE
mapp,369,243,9,9,Color.WHITE
mapp,369,252,9,9,Color.WHITE
mapp,378,252,9,9,Color.WHITE
mapp,387,252,9,9,Color.WHITE
mapp,387,243,9,9,Color.WHITE
mapp,378,171,9,9,Color.WHITE
mapp,378,180,9,9,Color.WHITE
mapp,423,198,9,9,Color.WHITE
mapp,432,198,9,9,Color.WHITE
mapp,441,198,9,9,Color.WHITE
mapp,450,198,9,9,Color.WHITE
mapp,450,189,9,9,Color.WHITE
mapp,450,180,9,9,Color.WHITE
mapp,450,171,9,9,Color.WHITE
mapp,450,162,9,9,Color.WHITE
mapp,441,162,9,9,Color.WHITE
mapp,432,162,9,9,Color.WHITE
mapp,423,162,9,9,Color.WHITE
mapp,423,171,9,9,Color.WHITE
mapp,423,180,9,9,Color.WHITE
mapp,432,180,9,9,Color.WHITE
mapp,522,0,9,9,Color.WHITE
mapp,495,162,9,9,Color.WHITE
mapp,486,162,9,9,Color.WHITE
mapp,477,162,9,9,Color.WHITE
mapp,504,162,9,9,Color.WHITE
mapp,504,171,9,9,Color.WHITE
mapp,513,171,9,9,Color.WHITE
mapp,513,180,9,9,Color.WHITE
mapp,513,189,9,9,Color.WHITE
mapp,513,198,9,9,Color.WHITE
mapp,504,198,9,9,Color.WHITE
mapp,495,198,9,9,Color.WHITE
mapp,495,189,9,9,Color.WHITE
mapp,486,189,9,9,Color.WHITE
mapp,486,180,9,9,Color.WHITE
mapp,477,180,9,9,Color.WHITE
mapp,765,117,9,9,Color.WHITE
mapp,756,117,9,9,Color.WHITE
