# dx,dy,w,h,color_idx (0=WHITE 1=DARK_GRAY)
-2250,1050,50,50,0
-2300,1050,50,50,0
-2250,1000,50,50,0
-2100,950,50,50,0
-2350,1200,50,50,0
-2300,1200,50,50,0
-2250,1200,50,50,0
-2200,1200,50,50,0
-2100,1150,50,50,0
-2100,1200,50,50,0
-2250,1150,50,50,0
-2100,1100,50,50,0
-2300,1350,50,50,0
-2250,1300,50,50,0
-2100,1250,50,50,0
-2100,1300,50,50,0
-2400,-1200,900,50,0
-1450,-1200,1900,50,0
-2400,-1200,50,50,0
500,-1200,1450,50,0
1950,-1200,50,50,0
-2400,-1150,50,2600,0
-2400,1450,50,50,0
-2400,1450,50,50,0
1950,1450,50,50,0
1000,1450,950,50,0
-1850,1450,2800,50,0
-2350,1450,450,50,0
1950,-1150,50,2000,0
1950,900,50,550,0
1950,850,50,50,0
950,1450,50,50,0
-1850,1350,50,50,0
-1500,-1200,50,50,0
450,-50,50,50,1
450,0,50,50,1
450,50,50,50,1
450,100,50,50,1
450,150,50,50,1
450,200,50,50,1
450,250,50,50,1
450,300,50,50,1
450,350,50,50,1
450,400,50,50,1
450,450,50,50,1
450,500,50,50,1
450,550,50,50,1
0,600,50,50,1
50,600,50,50,1
100,600,50,50,1
150,600,50,50,1
200,600,50,50,1
250,600,50,50,1
300,600,50,50,1
350,600,50,50,1
400,600,50,50,1
400,600,50,50,1
450,600,50,50,1
-500,650,50,50,1
-450,650,50,50,1
-400,650,50,50,1
-350,650,50,50,1
-300,650,50,50,1
-900,50,50,50,1
-900,0,50,50,1
500,-100,50,50,1
550,-100,50,50,1
550,-150,50,50,1
550,-200,50,50,1
550,-250,50,50,1
550,-300,50,50,1
550,-350,50,50,1
550,-400,50,50,1
0,-700,50,50,1
-350,-450,50,50,1
-350,-400,50,50,1
-350,-350,50,50,1
-550,0,50,50,1
-550,50,50,50,1
1700,-3750,50,50,0
1750,-3750,50,50,0
1800,-3750,50,50,0
1850,-3750,50,50,0
1900,-3750,50,50,0
1950,-3750,50,50,0
2000,-3750,50,50,0
2050,-3750,50,50,0
2100,-3750,50,50,0
2150,-3750,50,50,0
2200,-3750,50,50,0
2250,-3750,50,50,0
2300,-3750,50,50,0
2350,-3750,50,50,0
2400,-3750,50,50,0
2450,-3750,50,50,0
2500,-3750,50,50,0
2500,-3700,50,50,0
2500,-3650,50,50,0
2500,-3550,50,50,0
2500,-3500,50,50,0
2500,-3400,50,50,0
2500,-3450,50,50,0
2500,-3350,50,50,0
2500,-3300,50,50,0
2500,-3250,50,50,0
2500,-3200,50,50,0
2500,-3600,50,50,0
2500,-3150,50,50,0
2500,-3100,50,50,0
2450,-3100,50,50,0
2400,-3100,50,50,0
2350,-3100,50,50,0
2300,-3100,50,50,0
2250,-3100,50,50,0
2200,-3100,50,50,0
2150,-3100,50,50,0
2100,-3100,50,50,0
2050,-3100,50,50,0
2000,-3100,50,50,0
1950,-3100,50,50,0
1900,-3100,50,50,0
1850,-3100,50,50,0
1800,-3100,50,50,0
1750,-3100,50,50,0
1700,-3100,50,50,0
1650,-3100,50,50,0
1650,-3150,50,50,0
1650,-3250,50,50,0
1650,-3200,50,50,0
1650,-3300,50,50,0
1650,-3350,50,50,0
1650,-3400,50,50,0
1650,-3450,50,50,0
1650,-3500,50,50,0
1650,-3550,50,50,0
1650,-3650,50,50,0
1650,-3600,50,50,0
1650,-3700,50,50,0
1650,-3750,50,50,0
1700,-3700,50,50,0
1750,-3650,50,50,0
1750,-3600,50,50,0
1800,-3700,50,50,0
1900,-3700,50,50,0
1950,-3700,50,50,0
2000,-3700,50,50,0
1900,-3650,50,50,0
1900,-3600,50,50,0
1950,-3600,50,50,0
2000,-3600,50,50,0
2000,-3650,50,50,0
2100,-3700,50,50,0
2100,-3650,50,50,0
2100,-3600,50,50,0
2150,-3600,50,50,0
2200,-3600,50,50,0
2200,-3650,50,50,0
2200,-3700,50,50,0
1700,-3450,50,50,0
1700,-3400,50,50,0
1700,-3350,50,50,0
1700,-3300,50,50,0
1750,-3250,50,50,0
1800,-3300,50,50,0
1800,-3350,50,50,0
1800,-3400,50,50,0
1800,-3450,50,50,0
1850,-3250,50,50,0
1900,-3300,50,50,0
1900,-3350,50,50,0
1900,-3400,50,50,0
1900,-3450,50,50,0
2000,-3450,50,50,0
2050,-3450,50,50,0
2100,-3450,50,50,0
2450,-3450,50,50,0
2450,-3400,50,50,0
2450,-3350,50,50,0
2450,-3300,50,50,0
2450,-3250,50,50,0
2400,-3250,50,50,0
2400,-3300,50,50,0
2350,-3350,50,50,0
2350,-3400,50,50,0
2300,-3450,50,50,0
2250,-3450,50,50,0
2250,-3400,50,50,0
2250,-3350,50,50,0
2250,-3300,50,50,0
2250,-3250,50,50,0
2150,-3450,50,50,0
2050,-3400,50,50,0
2050,-3350,50,50,0
2050,-3300,50,50,0
2000,-3250,50,50,0
2050,-3250,50,50,0
2100,-3250,50,50,0
2150,-3250,50,50,0
2300,-3600,50,50,0
2300,-3700,50,50,0
2400,-3700,50,50,0
2450,-3650,50,50,0
2400,-3600,50,50,0
-450,-800,50,50,1
-450,-850,50,50,1
-800,-450,50,50,1
-850,-450,50,50,1
1250,-250,50,50,1
1000,-650,50,50,1
200,-800,50,50,1
0,800,50,50,1
-450,-550,50,50,1
850,-650,50,50,1
850,-600,50,50,1
850,-550,50,50,1
900,-500,50,50,1
950,-500,50,50,1
650,650,50,50,1
-2300,350,50,50,0
-2300,300,50,50,0
-2300,250,50,50,0
-2300,200,50,50,0
-2300,150,50,50,0
-2300,100,50,50,0
-2300,50,50,50,0
-2300,0,50,50,0
-2300,-50,50,50,0
-2250,-50,50,50,0
-2200,-50,50,50,0
-2150,-50,50,50,0
-2100,-50,50,50,0
-2050,-50,50,50,0
-2000,-50,50,50,0
-2000,0,50,50,0
-2000,50,50,50,0
-2000,100,50,50,0
-2000,150,50,50,0
-2000,200,50,50,0
-2000,250,50,50,0
-2000,300,50,50,0
-2050,300,50,50,0
-2100,300,50,50,0
-2150,300,50,50,0
-2200,300,50,50,0
-2200,250,50,50,0
-2200,200,50,50,0
-2200,150,50,50,0
-2200,100,50,50,0
-2200,50,50,50,0
-2150,50,50,50,0
-2100,50,50,50,0
-2100,100,50,50,0
-2100,150,50,50,0
-2100,200,50,50,0
-1900,300,50,50,0
-1900,350,50,50,0
-1800,350,50,50,0
-1750,350,50,50,0
-1800,250,50,50,0
-1750,250,50,50,0
-1800,-100,50,50,0
-1800,-50,50,50,0
-1800,50,50,50,0
-1800,100,50,50,0
-1700,150,50,50,0
-1650,150,50,50,0
-1550,150,50,50,0
-1550,100,50,50,0
-1550,0,50,50,0
-1550,-150,50,50,0
-1550,-200,50,50,0
-1650,-200,50,50,0
-1700,-200,50,50,0
-1800,-200,50,50,0
-1700,-100,50,50,0
-1700,-50,50,50,0
-1650,50,50,50,0
-1650,0,50,50,0
-1550,-50,50,50,0
-1450,150,50,50,0
-1450,100,50,50,0
-1450,0,50,50,0
-1450,-50,50,50,0
-1450,-150,50,50,0
-1450,-200,50,50,0
-1450,-300,50,50,0
-1500,-300,50,50,0
-1600,-300,50,50,0
-1650,-300,50,50,0
-1750,-300,50,50,0
-1800,-300,50,50,0
-1900,-300,50,50,0
-1900,-250,50,50,0
-1900,-150,50,50,0
-1900,-100,50,50,0
-1900,0,50,50,0
-1900,50,50,50,0
-1900,150,50,50,0
-1900,200,50,50,0
-1850,350,50,50,0
-1900,250,50,50,0
-1950,300,50,50,0
-1950,-150,50,50,0
-1900,-50,50,50,0
-1600,50,50,50,0
-1550,50,50,50,0
-1400,150,50,50,0
-1450,-100,50,50,0
-1450,50,50,50,0
-1700,0,50,50,0
-1800,0,50,50,0
-1750,0,50,50,0
-1800,150,50,50,0
-1850,-300,50,50,0
-1850,-150,50,50,0
-1800,-150,50,50,0
-1700,-300,50,50,0
-1550,-300,50,50,0
-1650,-100,50,50,0
-1600,-200,50,50,0
-2000,-150,50,50,0
-2000,-200,50,50,0
-2000,-250,50,50,0
-2000,-300,50,50,0
-2000,-350,50,50,0
-2000,-400,50,50,0
-1900,-400,50,50,0
-1850,-400,50,50,0
-1800,-400,50,50,0
-1750,-400,50,50,0
-1700,-400,50,50,0
-1700,-450,50,50,0
-1700,-500,50,50,0
-1700,-550,50,50,0
-1700,-600,50,50,0
-1750,-600,50,50,0
-1800,-600,50,50,0
-1850,-600,50,50,0
-1900,-600,50,50,0
-1950,-600,50,50,0
-2000,-600,50,50,0
-2050,-600,50,50,0
-2100,-600,50,50,0
-2150,-600,50,50,0
-2200,-600,50,50,0
-2250,-600,50,50,0
-2300,-600,50,50,0
-2300,-550,50,50,0
-2300,-500,50,50,0
-2300,-450,50,50,0
-2300,-400,50,50,0
-2300,-350,50,50,0
-2300,-300,50,50,0
-2300,-250,50,50,0
-2300,-200,50,50,0
-2300,-150,50,50,0
-2300,-100,50,50,0
-2200,-100,50,50,0
-2200,-150,50,50,0
-2200,-200,50,50,0
-2200,-250,50,50,0
-2200,-350,50,50,0
-2200,-400,50,50,0
-2200,-450,50,50,0
-2200,-500,50,50,0
-2250,-350,50,50,0
-2150,-200,50,50,0
-2100,-200,50,50,0
-2100,-100,50,50,0
-2050,-300,50,50,0
-2100,-300,50,50,0
-2150,-400,50,50,0
-2100,-400,50,50,0
-2000,-450,50,50,0
-2000,-500,50,50,0
-1900,-550,50,50,0
-1900,-500,50,50,0
-1850,-500,50,50,0
-1750,-500,50,50,0
-2100,-550,50,50,0
-2100,-500,50,50,0
-2300,-1150,50,50,0
-2300,-1100,50,50,0
-2300,-1050,50,50,0
-2300,-1000,50,50,0
-2350,-900,50,50,0
-2300,-900,50,50,0
-2250,-900,50,50,0
-2200,-900,50,50,0
-2200,-950,50,50,0
-2200,-1000,50,50,0
-2200,-1050,50,50,0
-2200,-1100,50,50,0
-2000,-1150,50,50,0
-2000,-1100,50,50,0
-2000,-1050,50,50,0
-2050,-1050,50,50,0
-2100,-1050,50,50,0
-2150,-900,50,50,0
-2100,-900,50,50,0
-2050,-900,50,50,0
-2000,-950,50,50,0
-2000,-900,50,50,0
-1950,-950,50,50,0
-1900,-950,50,50,0
-1900,-1000,50,50,0
-1900,-1050,50,50,0
-1900,-1100,50,50,0
-1800,-1150,50,50,0
-1800,-1100,50,50,0
-1800,-1050,50,50,0
-1800,-1000,50,50,0
-1800,-950,50,50,0
-1800,-900,50,50,0
-1800,-850,50,50,0
-1850,-850,50,50,0
-1900,-850,50,50,0
-1900,-800,50,50,0
-1950,-800,50,50,0
-2000,-800,50,50,0
-2050,-800,50,50,0
-2100,-800,50,50,0
-2150,-800,50,50,0
-2200,-800,50,50,0
-2250,-800,50,50,0
-2300,-800,50,50,0
-2350,-700,50,50,0
-2300,-700,50,50,0
-2250,-700,50,50,0
-2200,-700,50,50,0
-2150,-700,50,50,0
-2100,-700,50,50,0
-2050,-700,50,50,0
-2000,-700,50,50,0
-1950,-700,50,50,0
-1900,-700,50,50,0
-1850,-700,50,50,0
-1800,-700,50,50,0
-1800,-750,50,50,0
-1750,-750,50,50,0
-1700,-750,50,50,0
-1700,-850,50,50,0
-1700,-900,50,50,0
-1700,-950,50,50,0
-1700,-1000,50,50,0
-1700,-1050,50,50,0
-1700,-1100,50,50,0
-1700,-1150,50,50,0
-550,-850,50,50,0
900,-650,50,50,0
950,-650,50,50,0
1000,-650,50,50,0
-500,500,50,50,0
-450,500,50,50,0
-1650,-1100,50,50,0
-1600,-1050,50,50,0
-1550,-1000,50,50,0
-1450,-1000,50,50,0
-1400,-1050,50,50,0
-1350,-1100,50,50,0
-1400,-800,50,50,0
-1450,-850,50,50,0
-1650,-750,50,50,0
-1600,-800,50,50,0
-1550,-850,50,50,0
-1400,-1000,50,50,0
-1650,-1050,50,50,0
-1600,-1000,50,50,0
-1600,-750,50,50,0
-1550,-800,50,50,0
-1450,-800,50,50,0
-1400,-750,50,50,0
-1300,-1100,50,50,0
-1300,-1150,50,50,0
-1350,-1050,50,50,0
-1350,-1050,50,50,0
300,-850,50,50,0
400,-850,50,50,0
300,-900,50,50,0
400,-900,50,50,0
400,-950,50,50,0
300,-950,50,50,0
300,-1050,50,50,0
300,-1000,50,50,0
300,-1100,50,50,0
300,-1150,50,50,0
400,-800,50,50,0
400,-1000,50,50,0
400,-1050,50,50,0
400,-1100,50,50,0
550,-1000,50,50,0
550,-1050,50,50,0
550,-1100,50,50,0
600,-1100,50,50,0
650,-1100,50,50,0
700,-1100,50,50,0
750,-1100,50,50,0
750,-1050,50,50,0
550,-950,50,50,0
650,-1000,50,50,0
700,-1000,50,50,0
750,-1000,50,50,0
1000,-1000,50,50,0
1000,-1100,50,50,0
1000,-1050,50,50,0
1000,-1150,50,50,0
950,-1000,50,50,0
1850,-1100,50,50,0
1800,-1100,50,50,0
1750,-1100,50,50,0
1700,-1100,50,50,0
1850,-1000,50,50,0
1850,-950,50,50,0
1850,-900,50,50,0
1850,-800,50,50,0
1850,-850,50,50,0
1850,-750,50,50,0
1850,-700,50,50,0
1850,-650,50,50,0
1800,-650,50,50,0
1750,-650,50,50,0
1700,-650,50,50,0
1650,-650,50,50,0
1600,-650,50,50,0
1550,-650,50,50,0
1500,-650,50,50,0
1450,-650,50,50,0
1400,-650,50,50,0
1350,-650,50,50,0
1300,-650,50,50,0
1250,-650,50,50,0
1250,-700,50,50,0
1250,-750,50,50,0
1250,-800,50,50,0
1250,-850,50,50,0
1250,-900,50,50,0
1250,-950,50,50,0
1250,-1000,50,50,0
1250,-1050,50,50,0
1250,-1100,50,50,0
1300,-1100,50,50,0
1350,-1100,50,50,0
1450,-1100,50,50,0
1400,-1100,50,50,0
1500,-1100,50,50,0
1550,-1100,50,50,0
1600,-1100,50,50,0
1650,-1100,50,50,0
1800,-1000,50,50,0
1750,-1000,50,50,0
1700,-1000,50,50,0
1650,-1000,50,50,0
1600,-1000,50,50,0
1550,-1000,50,50,0
1500,-1000,50,50,0
1450,-1000,50,50,0
1400,-1000,50,50,0
1350,-1000,50,50,0
1750,-950,50,50,0
1750,-900,50,50,0
1350,-900,50,50,0
1350,-850,50,50,0
1350,-800,50,50,0
1350,-750,50,50,0
1450,-750,50,50,0
1550,-700,50,50,0
1550,-750,50,50,0
1550,-800,50,50,0
1450,-950,50,50,0
1450,-900,50,50,0
1550,-850,50,50,0
1450,-850,50,50,0
1600,-800,50,50,0
1650,-800,50,50,0
1650,-850,50,50,0
1650,-900,50,50,0
1750,-850,50,50,0
1750,-800,50,50,0
1750,-750,50,50,0
1650,-750,50,50,0
1550,-900,50,50,0
1350,-950,50,50,0
1350,-900,50,50,0
1350,-850,50,50,0
1350,-800,50,50,0
1350,-750,50,50,0
1450,-700,50,50,0
1450,-750,50,50,0
1450,-850,50,50,0
1450,-900,50,50,0
1750,-800,50,50,0
1750,-850,50,50,0
1750,-900,50,50,0
1750,-950,50,50,0
1700,-800,50,50,0
1650,-800,50,50,0
1650,-850,50,50,0
1650,-900,50,50,0
1600,-900,50,50,0
1500,-900,50,50,0
1550,-900,50,50,0
1600,-800,50,50,0
1550,-800,50,50,0
1650,-750,50,50,0
1550,-700,50,50,0
1750,-700,50,50,0
1300,-900,50,50,0
1350,-900,50,50,0
1400,-900,50,50,0
1500,-950,50,50,0
1500,-900,50,50,0
1450,-800,50,50,0
1450,-750,50,50,0
1400,-800,50,50,0
1350,-800,50,50,0
1350,-700,50,50,0
1500,-800,50,50,0
1550,-800,50,50,0
1600,-950,50,50,0
1600,-900,50,50,0
1600,-850,50,50,0
1600,-800,50,50,0
1550,-700,50,50,0
1700,-700,50,50,0
1700,-750,50,50,0
1700,-800,50,50,0
1700,-850,50,50,0
1700,-900,50,50,0
1800,-850,50,50,0
1750,-750,50,50,0
850,-1000,50,50,0
850,-1050,50,50,0
850,-1100,50,50,0
850,-950,50,50,0
200,-1050,50,50,0
200,-1100,50,50,0
100,-1150,50,50,0
100,-1100,50,50,0
0,-1100,50,50,0
-100,-1100,50,50,0
-100,-1150,50,50,0
-200,-1050,50,50,0
-200,-1100,50,50,0
-300,-1150,50,50,0
-300,-1100,50,50,0
0,-1050,50,50,0
1100,-650,50,50,0
1100,-700,50,50,0
1100,-750,50,50,0
1100,-800,50,50,0
1100,-850,50,50,0
1100,-900,50,50,0
1100,-950,50,50,0
1100,-1000,50,50,0
1100,-1050,50,50,0
1100,-1100,50,50,0
1150,-1100,50,50,0
1200,-650,50,50,0
1450,-500,50,50,0
1450,-550,50,50,0
1450,-600,50,50,0
1600,-450,50,50,0
1600,-500,50,50,0
1600,-600,50,50,0
1850,-550,50,50,0
1800,-550,50,50,0
1750,-550,50,50,0
1700,-550,50,50,0
1650,-450,50,50,0
1700,-450,50,50,0
1750,-450,50,50,0
1750,-400,50,50,0
1750,-350,50,50,0
1800,-350,50,50,0
1850,-350,50,50,0
1850,-400,50,50,0
1850,-450,50,50,0
1650,-250,50,50,0
1700,-250,50,50,0
1750,-250,50,50,0
1800,-250,50,50,0
1850,-250,50,50,0
1900,-150,50,50,0
1900,-100,50,50,0
1850,-100,50,50,0
1850,-50,50,50,0
1800,-50,50,50,0
1800,0,50,50,0
1700,0,50,50,0
1700,50,50,50,0
1700,100,50,50,0
1650,100,50,50,0
1650,150,50,50,0
1600,150,50,50,0
1600,200,50,50,0
1550,200,50,50,0
1550,250,50,50,0
1500,250,50,50,0
1500,300,50,50,0
1700,-200,50,50,0
1700,-150,50,50,0
1700,-100,50,50,0
1900,100,50,50,0
1900,150,50,50,0
1850,150,50,50,0
1850,200,50,50,0
1800,200,50,50,0
1800,250,50,50,0
1750,250,50,50,0
1750,300,50,50,0
1700,300,50,50,0
1650,300,50,50,0
1350,1100,50,50,0
1350,1150,50,50,0
1350,1200,50,50,0
1350,1300,50,50,0
1350,1350,50,50,0
1350,1400,50,50,0
1250,1100,50,50,0
1250,1200,50,50,0
1250,1300,50,50,0
1250,1350,50,50,0
1250,1400,50,50,0
1150,1400,50,50,0
1150,1350,50,50,0
1150,1300,50,50,0
1150,1200,50,50,0
1150,1150,50,50,0
1150,1100,50,50,0
1250,1150,50,50,0
1900,350,50,50,0
1900,400,50,50,0
1850,400,50,50,0
1850,450,50,50,0
1800,450,50,50,0
1800,500,50,50,0
1750,500,50,50,0
1750,550,50,50,0
1700,550,50,50,0
1700,600,50,50,0
1650,600,50,50,0
1650,650,50,50,0
1600,650,50,50,0
1600,700,50,50,0
1550,700,50,50,0
1550,750,50,50,0
1500,750,50,50,0
1400,750,50,50,0
1400,600,50,50,0
1400,550,50,50,0
1450,550,50,50,0
1450,500,50,50,0
1400,600,50,50,0
1400,550,50,50,0
1450,550,50,50,0
1450,500,50,50,0
1500,500,50,50,0
1400,950,50,50,0
1500,950,50,50,0
1550,950,50,50,0
1550,900,50,50,0
1600,900,50,50,0
1600,850,50,50,0
1650,850,50,50,0
1650,800,50,50,0
1700,800,50,50,0
1700,750,50,50,0
1750,750,50,50,0
1750,700,50,50,0
1800,700,50,50,0
1800,650,50,50,0
1850,650,50,50,0
1850,600,50,50,0
1900,600,50,50,0
1900,550,50,50,0
1400,1150,50,50,0
1500,1150,50,50,0
1550,1150,50,50,0
1550,1100,50,50,0
1600,1100,50,50,0
1600,1050,50,50,0
1650,1050,50,50,0
1650,1000,50,50,0
1700,1000,50,50,0
1700,950,50,50,0
1750,950,50,50,0
1750,900,50,50,0
1800,900,50,50,0
1800,850,50,50,0
1850,850,50,50,0
1850,800,50,50,0
1900,800,50,50,0
1900,750,50,50,0
1400,1350,50,50,0
1500,1350,50,50,0
1550,1350,50,50,0
1550,1300,50,50,0
1600,1300,50,50,0
1600,1250,50,50,0
1650,1250,50,50,0
1650,1200,50,50,0
1700,1200,50,50,0
1700,1150,50,50,0
1750,1150,50,50,0
1750,1100,50,50,0
1800,1100,50,50,0
1800,1050,50,50,0
1850,1050,50,50,0
1850,1000,50,50,0
1900,1000,50,50,0
1900,950,50,50,0
1900,1150,50,50,0
1900,1200,50,50,0
1850,1200,50,50,0
1850,1250,50,50,0
1800,1250,50,50,0
1800,1300,50,50,0
1750,1300,50,50,0
1750,1350,50,50,0
1700,1350,50,50,0
1900,1350,50,50,0
1900,1400,50,50,0
1850,1400,50,50,0
1900,-450,50,50,0
400,-1150,50,50,0
